"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","Institute Type","State"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "5746", "5746","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "6104", "6104","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "22109", "24664","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "27115", "27115","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4559", "4594","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "15807", "17582","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "26724", "26724","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "961", "961","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2960", "2960","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "5831", "5986","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "11518", "11518","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "632", "632","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3290", "3575","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "5427", "5427","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1446", "1446","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "52141", "67697","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "48952", "60407","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1499", "1499","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "15226", "17087","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "22125", "22125","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "55253", "83736","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "65306", "66884","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "10568", "13382","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "11795", "11795","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "36660", "48352","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "56237", "57126","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7894", "8345","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "9811", "9811","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "14580", "14920","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "19478", "20474","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7512", "8751","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "10966", "10966","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2982", "2982","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4579", "4579","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "16378", "21634","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "17580", "22472","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1546", "1546","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "3784", "4030","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "4358", "4358","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "12636", "17679","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "12114", "17473","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "3079", "3397","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "5369", "5390","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "11802", "15430","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2904", "2904","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "11431", "13180","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "18312", "21588","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "350", "350","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "1898", "2047","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "3696", "3696","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "110", "110","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "4069", "4788","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "6883", "8412","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "241", "241","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2332", "2781","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3340", "3712","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1134", "1272","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "1086", "1086","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "34368", "43317","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "27359", "39603","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "7012", "7863","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "13665", "13665","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "23096", "44315","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "37297", "44310","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "5321", "9232","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "7682", "7682","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "24861", "33381","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "34155", "38222","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5388", "6068","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6513", "6513","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "9212", "10698","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "16123", "16808","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6236", "6833","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "8074", "9095","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2215", "2437","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4416", "4416","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "39276", "47162","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "40381", "54648","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "7603", "8049","NIT","Punjab"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "8973", "8973","NIT","Punjab"
